id;projet_millesime;projet_theme;projet_libelle;projet_localisation;projet_secteur;projet_statut;meta_datcreat;meta_datmaj;meta_source;meta_insee;meta_siren;meta_licence;meta_genealogie;meta_actif;projet_cout;projet_numero;porteur_collectif;projet_sous_theme;projet_description;type_sectorisation;secteur_numero;secteur_nom;meta_datsupp;meta_resolution;nom_fic;lamb93_x;lamb93_y;gps_x_long;gps_y_lat;latitude;longitude
19;2017;Aménagement de l'espace public et mobilier urbain;Panneaux défilants pour l'information des habitants du quartier;Montfavet;Montfavet;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;20000;10;;;;;;;;;84007-budgetParticipatif2017;850377.5797639071;6316933.844550723;4.872939032230992;43.93535659235698;43.93535659235698;4.872939032230992
20;2017;Aménagement de l'espace public et mobilier urbain;Aménager le tunnel avenue Monclar et le boulevard Champfleury;"tunnel de l'avenue Monclar 
boulevard Champfleury";Ouest;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;;22;;;;;;;;;84007-budgetParticipatif2017;845039.1703681438;6317474.6846541995;4.806627348881374;43.941341894566136;43.941341894566136;4.806627348881374
22;2017;Aménagement de l'espace public et mobilier urbain;Aire de jeux ;rue Lulli - Quartier Monclar Sud;Ouest;mis au vote;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;60000;18;;;;;;;;;84007-budgetParticipatif2017;844580.4159340778;6316216.6071216995;4.800557752035147;43.93011698243373;43.93011698243373;4.800557752035147
23;2017;Enfance, jeunesse;Aire de jeux;Parc du champs vert rocade sud;Sud Rocade;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;60000;34;;;;;;;;;84007-budgetParticipatif2017;845833.6579950561;6315941.565753292;4.816080978481199;43.927384118643474;43.927384118643474;4.816080978481199
28;2017;Aménagement de l'espace public et mobilier urbain;Rénovation sous le pont ferroviaire St Jean chemin des Canaux;Passage sous le pont ferroviaire st jean chemin des canaux;Nord;mis au vote;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;50000;16;;;;;;;;;84007-budgetParticipatif2017;846108.9489664523;6317945.490258655;4.820083103550269;43.94535676918876;43.94535676918876;4.820083103550269
30;2017;Aménagement de l'espace public et mobilier urbain;Jeux d'eau;Place Pie;intra;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;120000;06;;;;;;;;;84007-budgetParticipatif2017;845316.4060467434;6318232.929469791;4.810295918865595;43.9481068819543;43.9481068819543;4.810295918865595
37;2017;Aménagement de l'espace public et mobilier urbain;Aménagement apaisé d'un itinéraire vert de sortie de la ville;"rue du portail Magnanen
rue pétramale
place des études
place noel Biret
place Damette";intra;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;130000;32;;;;;;;;;84007-budgetParticipatif2017;845480.9277025743;6317725.481291677;4.8121996911479235;43.94350727997171;43.94350727997171;4.8121996911479235
40;2017;Aménagement de l'espace public et mobilier urbain;Un Jardin partagé place Michel Goutier et le long du chemin des canaux;Souvine;Nord;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;3000;11;;;;;;;;;84007-budgetParticipatif2017;846525.3508743981;6317754.289557849;4.825213343214173;43.943550001398485;43.943550001398485;4.825213343214173
41;2017;Aménagement de l'espace public et mobilier urbain;Aménagement d'un lieu convivial;Quartier St Jean;Nord;mis au vote;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;5000;13;;;;;;;;;84007-budgetParticipatif2017;846747.2031050797;6318138.06037055;4.828086544770115;43.94695668649334;43.94695668649334;4.828086544770115
42;2017;Aménagement de l'espace public et mobilier urbain;Rénovation place Chabran préfecture;Caserne Chabran et Université;Intra;mis au vote;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;12000;17;;;;;;;;;84007-budgetParticipatif2017;845991.0666861524;6318140.892283958;4.8186712134459215;43.94713928987191;43.94713928987191;4.8186712134459215
43;2017;Aménagement de l'espace public et mobilier urbain;Fresques et graph sportifs muraux;stade Dulcy;Nord Rocade;mis au vote;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;10000;26;;;;;;;;;84007-budgetParticipatif2017;846665.3811055816;6316843.167963715;4.826694517696488;43.93532333246931;43.93532333246931;4.826694517696488
44;2017;Aménagement de l'espace public et mobilier urbain;Proposition aménagement d'une placette au bord de l'eau;rue des teinturiers;intra;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;23000;04;;;;;;;;;84007-budgetParticipatif2017;845754.6524161361;6317895.931773978;4.815656986475939;43.94498427956501;43.94498427956501;4.815656986475939
45;2017;Aménagement de l'espace public et mobilier urbain;Implantation arbres cour d'école ;st Roch;Ouest;mis au vote;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;1500;54;;;;;;;;;84007-budgetParticipatif2017;844451.8667526514;6315988.339067564;4.798892644378981;43.928089574901605;43.928089574901605;4.798892644378981
46;2017;Aménagement de l'espace public et mobilier urbain;Aires de jeux pour enfants ;Clos de massillargues;Nord;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;60000;14;;;;;;;;;84007-budgetParticipatif2017;847591.4634059097;6318632.229260636;4.838743356493033;43.95122642950829;43.95122642950829;4.838743356493033
47;2017;Aménagement de l'espace public et mobilier urbain;Installation de  jeux d'eau pour éviter l'ouverture sauvage des bouches à incendie;quartier Monclar ;Ouest;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;100000;24;;;;;;;;;84007-budgetParticipatif2017;844355.9634887268;6316401.0354825435;4.7978157451938275;43.931822344922985;43.931822344922985;4.7978157451938275
48;2017;Aménagement de l'espace public et mobilier urbain;Réhabilitation du Pont situé au début de l'avenue de l'Arrousaire;avenue de l'Arrousaire;Nord Rocade;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;50000;25;;;;;;;;;84007-budgetParticipatif2017;845362.3508322928;6317521.411225469;4.810664862720185;43.941695691161996;43.941695691161996;4.810664862720185
49;2017;Aménagement de l'espace public et mobilier urbain;"Installation de petits panneaux retraçant l'histoire du patrimoine 
Installer des plaques avec le nom des Ponts";ceinture verte;Nord Rocade;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;11000;28;;;;;;;;;84007-budgetParticipatif2017;848052.3029290506;6315032.867316222;4.843435884529254;43.91874584142584;43.91874584142584;4.843435884529254
51;2017;Culture, Patrimoine;Circuit culturel et patrimonial extra muros;Quartier St Ruf;Nord Rocade;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;20000;33;;;;;;;;;84007-budgetParticipatif2017;845326.357389184;6317174.554236555;4.810117652294583;43.93858236515208;43.93858236515208;4.810117652294583
52;2017;Environnement, nature en ville, propreté;Renovation des 150 mètres de la rue piétonnière Antoine Crousillat - plantation de quelques arbres;rocade Nord;Nord Rocade;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;4500;44;;;;;;;;;84007-budgetParticipatif2017;845279.6709488815;6316366.563704221;4.809305791255063;43.93132233795895;43.93132233795895;4.809305791255063
53;2017;Environnement, nature en ville, propreté;Création de potagers collectifs ouverts à tous dans 5 parcs municipaux;square Perdiguier,square abbé Pierre, Parc de l'abbaye St Ruf, Clos de la murette, Parc Chico Mendes;tous secteurs;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;54000;45;;;;;;;;;84007-budgetParticipatif2017;844991.8681540955;6317841.791099025;4.806142927414629;43.94465458279373;43.94465458279373;4.806142927414629
54;2017;Loisirs, sports;Parcours de santé;La souvine, route de Bel Air;Montfavet;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;20000;47;;;;;;;;;84007-budgetParticipatif2017;849937.8893539615;6315881.984275919;4.8671550469925275;43.92598668734547;43.92598668734547;4.8671550469925275
55;2017;Solidarité, citoyenneté, intergénérationnel;Libre service de livres;"Place du Palais
Parvis gare sncf
Place Pie
centre commercial Pont des deux eaux";intra;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;10000;52;;;;;;;;;84007-budgetParticipatif2017;845009.0439318719;6318562.750736253;4.8065622446554075;43.951137723899286;43.951137723899286;4.8065622446554075
56;2017;Transports, mobilité;Garages à vélo sécurisés;en Avignon;tous secteurs;retenu;20181022152424.574055;20181022152424.574055;Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers;84007;218400075;LO;Projets recencés auprès des citoyens, préfiltre par la collectivité, vote du citoyen, suivi des données par la direction métier Mairie Avignon / Pôle Vivre la Ville / DPT Vie des Quartiers ;t;120000;53;;;;;;;;;84007-budgetParticipatif2017;844922.1643146741;6317572.102769749;4.805198150247449;43.94224247049385;43.94224247049385;4.805198150247449
