id;cpt_id;date;name;counts;status_libelle;domain;user_type_libelle;installation_date;counter;latitude;longitude;lamb93_x;lamb93_y;gps_x_long;gps_y_lat;meta_millesime;meta_datmaj
3078;353260717;20220101000000;Pont Daladier Piétons [Pedestrian IN];9;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3079;353260717;20220101010000;Pont Daladier Piétons [Pedestrian IN];8;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3080;353260717;20220101020000;Pont Daladier Piétons [Pedestrian IN];2;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3081;353260717;20220101030000;Pont Daladier Piétons [Pedestrian IN];0;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3082;353260717;20220101040000;Pont Daladier Piétons [Pedestrian IN];3;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3083;353260717;20220101050000;Pont Daladier Piétons [Pedestrian IN];2;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3084;353260717;20220101060000;Pont Daladier Piétons [Pedestrian IN];0;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3085;353260717;20220101070000;Pont Daladier Piétons [Pedestrian IN];2;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3086;353260717;20220101080000;Pont Daladier Piétons [Pedestrian IN];4;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3087;353260717;20220101090000;Pont Daladier Piétons [Pedestrian IN];11;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3088;353260717;20220101100000;Pont Daladier Piétons [Pedestrian IN];23;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3089;353260717;20220101110000;Pont Daladier Piétons [Pedestrian IN];40;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3090;353260717;20220101120000;Pont Daladier Piétons [Pedestrian IN];38;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3091;353260717;20220101130000;Pont Daladier Piétons [Pedestrian IN];25;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3092;353260717;20220101140000;Pont Daladier Piétons [Pedestrian IN];57;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3093;353260717;20220101150000;Pont Daladier Piétons [Pedestrian IN];53;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3094;353260717;20220101160000;Pont Daladier Piétons [Pedestrian IN];75;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3095;353260717;20220101170000;Pont Daladier Piétons [Pedestrian IN];49;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3096;353260717;20220101180000;Pont Daladier Piétons [Pedestrian IN];31;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173817
3097;353260717;20220101190000;Pont Daladier Piétons [Pedestrian IN];15;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173818
3098;353260717;20220101200000;Pont Daladier Piétons [Pedestrian IN];6;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173818
3099;353260717;20220101210000;Pont Daladier Piétons [Pedestrian IN];9;brute;Mairie d'Avignon Service Mobilité;piéton;20210331030000;Y2H21035526;43.95111000002228;4.80119;844577.9700478094;6318549.81990354;4.80119;43.95111000002228;2022;20220224173818
