id;nature;couleur;nb_places;date_realisation;observations;meta_insee;meta_siren;meta_datcreat;meta_datmaj;meta_datsupp;meta_source;meta_actif;meta_resolution_spatiale;meta_licence;meta_observations;meta_genealogie;nom_fic;lamb93_x;lamb93_y;gps_x_long;gps_y_lat;latitude;longitude
38;festival;bleu;4;20180131;;84007;218400075;20180319141955.655;20180319141955.655;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;850611.1513151479;6316966.283011887;4.87585664720629;43.935598549053665;43.935598549053665;4.87585664720629
39;festival;bleu;3;20180131;;84007;218400075;20180319141955.655;20180319141955.655;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;850563.9630036652;6317023.148057931;4.875285956605742;43.93612025201636;43.93612025201636;4.875285956605742
40;festival;bleu;3;20180131;;84007;218400075;20180319141955.655;20180319141955.655;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;850630.9032380482;6317457.918049613;4.8762480340495316;43.940017587645926;43.940017587645926;4.8762480340495316
41;festival;bleu;3;20180131;;84007;218400075;20180319141955.655;20180319141955.655;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;850667.3332975764;6315879.870330397;4.876234672121611;43.92581207704068;43.92581207704068;4.876234672121611
42;festival;gris;8;20180130;;84007;218400075;20180807143811.975329;20180807143811.975329;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;844983.3759511744;6317737.049150254;4.806007341353431;43.943713939886074;43.943713939886074;4.806007341353431
43;festival;gris;6;20180130;;84007;218400075;20180807143811.975329;20180807143811.975329;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;845639.970852201;6318037.312531521;4.814269366182671;43.94628003784544;43.94628003784544;4.814269366182671
44;festival;gris;6;20180130;;84007;218400075;20180807143811.975329;20180807143811.975329;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;845627.1634093982;6318445.613808077;4.814226718465454;43.9499562795144;43.9499562795144;4.814226718465454
45;festival;gris;8;20180130;;84007;218400075;20180807143811.975329;20180807143811.975329;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;844707.0197964725;6318509.024880443;4.802785575533207;43.9507164527385;43.9507164527385;4.802785575533207
46;festival;gris;8;20180130;;84007;218400075;20180807143811.975329;20180807143811.975329;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;844819.7822151058;6318310.139524205;4.804133299236547;43.948903845707825;43.948903845707825;4.804133299236547
47;festival;gris;8;20180130;;84007;218400075;20180807143811.975329;20180807143811.975329;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;845054.3576452862;6318077.670206842;4.806988307403131;43.94676398519759;43.94676398519759;4.806988307403131
